Key	Value
{0}想了想，依靠处世无法密谋。	{0} thought it over and decided this is not the time to rely on social skills.
{0}决定派人去请匪徒来此地扰乱民生。晚上，一群匪徒袭击了这里。	{0} decided to ask Bandits to come cause trouble for the locals. A group of Bandits came and launched a sneak attack at night.
{0}决定直接拉拢其他门派的信众。	{0} decided to try to coerce other sects' Followers to betray.
此地并无其他势力。	But this place wasn't under the influence of any other sect.
{0}决定去做些坏事，降低其他势力的吸引力。	{0} decided to get up to no good and make other sects look like less attractive options.
{0}拿了一碗面。大家不知道他在干什么。	{0} brought a bowl of noodles. Nobody knows what he's doing.
{0}拿了一颗灵石，大家不知道他在干什么。	{0} brought a Spirit Stone, but no one knew what he was doing.
{0}拿了一根棍子，大家不知道他在干什么。	{0} brought a club, but no one knew what he was doing.
{0}拿了一块石头，大家不知道他在干什么。	{0} brought a stone, no one knew what he was doing.
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再受戒怎么样？”并将灵石塞到他们手中。“长久只吃素对身体不好，有时候不必勉强自己，只要心中有数即可。”对方{0}突然这么说，并离开了。受戒中断了。	{0} had a private conversation with that cultivator from another sect: "That'll do for today, how about we continue next time? " And put Spirit Stones in their hands. "Going without meat for too long can have consequences, there's no need to force yourself. " The other party's {0} said this, and then left. The Abstinence Ceremony was interrupted.
{0}想了想，仅仅依靠口舌并不能挽救众生。	{0} thought it over and decided that words alone couldn't save all.
{0}说：“纵欲则糜，无欲则刚。”例行割去了受戒弟子的头发，以示众人。	{0} says: "Eliminate desire and distraction, and you will be strong. " They cut off the disciples hair to show the crowd.
{0}想了想，好像没啥关系。	{0} thought it over and decided it didn't matter.
{0}想了想，此时不需要武力之戒。	{0} thought it over and decided it wasn't necessary to hold an Abstinence Ceremony of Force.
{0}举行了色戒的仪式，号召凡人不要沉迷声色，否则等于自取灭亡。	{0} held an Abstinence Ceremony, calling on people not to lose themselves to lust.
凡人都感觉内心有愧，纷纷赞同。	The commoners felt guilty, and so all agreed.
凡人并未感受到{0}的威慑力，纷纷离去。	The commoners didn't feel {0}'s dignity as a priest and so left.
{0}想了想，此时不需要文思之戒。	{0} thought it over and decided it wasn't necessary to hold an Abstinence Ceremony of Thoughts and Literature.
{0}想了想，此时不需要进行食戒。	{0} though it over, but decided fasting wasn't necessary.
{0}想了想，此时不需要进行色戒仪式。	{0} though it over, but decided that an Abstinence Ceremony of Lust wasn't necessary.
{0}想了想，此时不需要文思之戒	{0} thought it over and decided it wasn't necessary to hold an Abstinence Ceremony of Thoughts and Literature.
{0}举行了食戒仪式，号召凡人过午不食，清心寡欲。	{0} held a fasting ceremony, calling on people not to eat past midday and limit one's desires.
{0}决定采取武力之戒，劝解世人不要擅自扰乱民生。	{0} decided to urge people to abstain from fighting, persuading them not to destroy their own livelihoods.
{0}想了想，此时不需要食戒。	{0} thought it over and decided that fasting wasn't necessary.
{0}决定采取文思之戒，号召世人不能以智慧作恶，否则将聪明反被聪明误。	{0} decided to urge people to abstain from thoughts and literature, calling on the people not to use wisdom for wrongdoing.
{0}让众弟子围住神像，一起参拜。其他信徒纷纷前来围观。一个时辰之后，神迹展现。	{0} had all of the disciples surround the statue and worship together. The other Followers came and gathered around to watch. Two hours later, the Miracle appeared.
收集到了一颗天道神丹，直接放回了门派。	An Enlightenment Pill was found. It was delivered back to the Sect right away.
[NAME]解读密卷，发现其中记载了一名古代仙人的食谱，简直莫名其妙。	[NAME] deciphered the Scroll and discovered an ancient Immortal's recipe.
[NAME]解读密卷，发现其中记载了上古时期人类如厕方式的衍变，简直不知所谓。	[NAME] deciphered the Scroll and discovered ancient customs for relieving oneself.
[NAME]解读密卷，发现其中每一个字都认识，但是连起来就完全读不懂了。	[NAME] deciphered the Scroll and realized that what was written didn't make one iota of sense.
[NAME]解读密卷，发现其中记载了许多古代儿童玩具的制造方法，让人摸不着头脑。	[NAME] deciphered the Scroll and discovered ways that ancient people made toys for children.
[NAME]以秘印解读后，竟然从中了解到一段古代秘辛，而随着秘闻的解读，这本秘册也化为飞灰了！	After [NAME] used the secret seal to decipher it, it became clear that there was an ancient secret that caused the manual to turn to ash once deciphered.
据《上古异闻·仙魔之战·卷一》记载，上古时期，三皇飞升后，只有东皇在人间留下道统，号称东皇宫。其势力横压当代，举世无敌，是不折不扣的正道魁首。在其带领下，两次仙魔大战人间界都获得胜利，其声威冠盖上古，无人不知，无人不晓。	According to "Ancient Secrets: Heavenly Battlefield, Volume I," after the Three Sovereigns ascended, only the Eastern Sovereign left their teachings behind at the Eastern Palace. The sect's power was without equal, to the extent that it was celebrated across the entire realm. Under its rule, humans achieved victory in both of the Wars between Immortals and Demons. There were none that didn't know of their might.
据《上古异闻·仙魔之战·卷五》记载，第二次仙魔大战开战在即，东皇宫统领人间修行者建立统一战线抵抗魔界，然而紫霄宗却依仗自己正道根脚，不服管束。关键时刻当霹雳行事，东皇掌教亲自出手杀灭紫霄宗抗命的七大长老，收束军心，最终统一战线得以建立，于第二次仙魔大战中获得惨胜。此役因紫霄宗事变产生剧烈内耗，导致修行界损失惨重，东皇宫迫紫霄宗立下誓言，为第三次仙魔大战先锋，将功赎罪。	According to "Ancient Secrets: Heavenly Battlefield, Volume V," when the Second War between Immortals and Demons is near at hand and he Eastern Palace is preparing a united front, the Purple Cloud Temple is not falling in line. With extraordinary daring and resolution, the Sect leader of the Eastern Palace personally executed seven elders of the Purple Cloud Temple for defiance of orders, restoring discipline to the army of cultivators. The united front was thusly established and a Pyrrhic victory in the war was won. This Purple Cloud Temple incident cause internal friction that led to problems for the world of cultivators. The Eastern Palace forced the Purple Cloud Temple to make a vow to seek atonement by taking the lead in the Third War of Immortals and Demons.
据《上古异闻·仙魔之战·卷七》记载，第二次仙魔大战，十大邪教勾结魔头，险些导致人间覆灭。东皇宫掌教以身祭天道，重现东皇法身，以雷霆手段重创十大邪教，令其几乎全部覆灭，这才终于在第二次仙魔大战中获得惨胜。	According to "Ancient Secrets: Heavenly Battlefield: Volume VII," during the Second War, two evil Sects colluded with a great evil, which brought about the end of the world. The Sect Leader of the Eastern Palace sacrificed himself to the Creed of Heaven so that the Eastern Sovereign would reap and destroy the ten heretics. A great, but bitter, victory in the Second War was won.
据《上古异闻·仙魔之战·卷十五》所说，上古时期，人间界在东皇宫的带领下，取得两次仙魔大战的胜利。然而两次大战，修行界皆为惨胜。巨大的损失令东皇宫之中有一派人对第三次仙魔大战生出悲观态度，是以倾尽天下修行界之力打造出至宝“乾坤界”，以希望灾难来临时能遁入其开辟的小千世界中躲过灾难，为人间留下火种。	According to "Ancient Secrets: Heavenly Battlefield, Volume XV," mankind won two wars between the Immortals and Demons in ancient times. The two wars were bitter victories for those of the world of cultivators. The great loss filled a group in the Eastern palace with pessimism regarding a third war between the Immortals and Demons. There is a wish to create a "Universe" using magic into which escape would be possible were disaster ever to come.
[NAME]阅读《太一秘典》，遍览了太一门百年前立派到如今的种种大事，在书册最后，还记载了一种奇特的名为“小乾坤界”的建筑的建造方法。[NAME]一方面感慨“小乾坤界”的精妙，一方面回想起师门种种，不禁百感交集。	[NAME] read the "Secret Codex of Taiyi," and learned about the history of the Sect from its founding. At the end of the book, there was an odd inscription about constructing a building called the "Mini Universe." [NAME] was fascinated by the Mini Universe, and had mixed feelings about the destroyed Taiyi Sect.
[NAME]琢磨传说中的古代至宝“乾坤界”和自己从太一门秘穴中获得的“小乾坤界”，觉得其中肯定有什么特殊的联系。一番思索后，[NAME]突然察觉到小乾坤界的阵法符印，似乎可以套用到古代秘印的解印法中。如果以这种方法解印《太一密典》会怎么样呢？[NAME]尝试之下，《太一秘典》上光华闪过，文字变幻，竟然展现出完全不一样的内容，揭露出一段湮没在历史中的隐秘！	[NAME] ruminated on the connection between the ancient "Universe" and the "Mini Universe" discovered. After thinking things over, [NAME] realized the Mini Universe formation should be able to be applied to lifting the ancient seal. What would happen if this were used on the "Secret Codex of Taiyi"? [NAME] tried and the "Secret Codex of Taiyi" flashed, the characters changed, a secret lost to history was revealed!
据《太一秘典》记载，上古时期，人间修行界的领袖乃是三皇传承之一的东皇宫，其实力威压天下，无人不从。只是千年前一场大变故使东皇宫几乎灭派，变故之后，东皇宫成为修行界的禁忌，其资料历史尽数被销毁，至此仿佛从未存在。而百余年后，其残留一支隐秘的传承悄然出世，为避人耳目，他们另立一派，其名为：太一门！	According to the "Secret Codex of Taiyi," the Eastern Palace was the leader of cultivation world, all followed such incredible might. It was a great change thousands of years ago that almost wiped out the Eastern Palace's sect. Their Law became a taboo, and all evidence of it all but wiped out of existence. Over a century later, a hidden secret that had been hidden from the world appeared, and they established a Sect known as: The Taiyi Sect!
[NAME]阅读残卷，发现其上的信息牛头不对马嘴，完全不知道在说什么。	[NAME] read the scroll fragments and found that it made no sense whatsoever.
[NAME]尝试将环绕在秘卷周围的法印拓下，与之前在合欢派与昆仑宫发现的残缺法印结合，果然拼成了一个完整而复杂的印记。[NAME]以此印为秘钥，运用古代秘印解印法解读残卷，只见幽深的气息流转，文字变幻之下，已然展现出一段被当今修行界列为禁忌的惊天之秘！	[NAME] tried to combine the seal on the scroll with those from the Exultant Sect and the Kunlun Palace, and was able to form a complete seal. Using the seal as a key, [NAME] was able to decipher the scroll, and discovered a taboo in the world of cultivators!
据《金船残卷》记载，千年之前，东皇宫突然在修行界掀起一场大乱，欲毁天下修行者根基。世传东皇宫掌门在仙魔大战中感染魔息，暗自修改东皇所传五行大法，吸纳魔息修炼，因此坠入魔道，欲颠覆人间。东皇宫掌教更是号称魔中之魔，以绝代修为睥睨天下，无人可敌。\n天下修行者为求生存，不论正邪联合起来，血战十数年，终于覆灭了东皇宫。	According to the "Golden Ship Scroll," a thousand years ago, the Eastern Palace brought about chaos in the world with the aim of destroying the foundation of all cultivators. The Eastern Palace became infected by the evil energy during the war and ended up wanting to subvert the world. The Eastern Palace's sect leader was even known as the Demon among Demons, dominating the world with unparalleled cultivation power. \nIn order to survive, cultivators of the world united to fight against the Eastern Palace regardless of good and evil, for over a decade before eventually destroying it.
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的弟子略一沉吟答应了[NAME]入伙，短短几日，[NAME]觉得修为有了长足进步。	[NAME] quietly tracked the trail of these disciples. It turned out that it was a group of inner disciples of {0} were pillaging good commoners to practice their magic. \n[NAME] stated the reason for [ITS] coming and that [IT] was willing to help for a share of the action. After a moment's deliberation, the disciples of {0} accepted [NAME]. [NAME] found that after just a few days there was great progress made in cultivation.
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的弟子略一沉吟答应[NAME]的请求。[NAME]面色一喜，却没想到对面突然出手偷袭，[NAME]瞬间被重创，拼了全力才逃得性命。	[NAME] quietly tracked the trail of these disciples. It turned out that it was a group of inner disciples of {0} were pillaging good commoners to practice their magic. \n[NAME] stated the reason for [ITS] coming and that [IT] was willing to help for a share of the action. The disciples of {0} murmured amongst themselves and then agreed to your request. A grin spread across [NAME]'s face, but then the opponent launched a surprise attack and [NAME] took great damage before escaping.
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这附近的居民。	[NAME] quietly tracked the trail of these disciples. It turned out that it was a group of inner disciples of {0} were pillaging good commoners to practice their magic. \n[NAME] made a move full of rage and lacking mercy. After a few rounds, no enemy remained and the residents nearby were all saved.
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这群邪派妖人并不打算放过[NAME]，他们循着气息一路追来。	[NAME] quietly tracked the trail of these disciples. It turned out that it was a group of inner disciples of {0} were pillaging good commoners to practice their magic. \n[NAME] made a move full of rage and lacking mercy. Both sides struggled greatly for half the day. [NAME] slowly felt wanting for Qi and began to regret having made a move. The enemy actually seemed to have seen through [NAME]'s predicament and broke through [ITS] Qi barrier. [NAME]'s blood was spurting out all over the place. [IT] managed to protect [ITS] main artery as [IT] fled. But this band of evil devils didn't have any plans of letting [NAME] go, they followed his Qi and continued pursuit.
[NAME]不想惹这些闲事，扭头就走。	[NAME] didn't want to stick [ITS] nose where it didn't belong, and so turned and left.
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的长老略一沉吟答应了[NAME]入伙，短短几日，[NAME]觉得修为有了长足进步。	[NAME] quietly tracked the trail of these Elders. It was found that this group of {0}'s elders were practicing their magic on good commoners. \n[NAME] stated the reason for [ITS] coming and that [IT] was willing to help for a share of the action. The elders of {0} murmured amongst themselves and agreed to let [NAME] join. Within a few days [NAME] found great improvement in cultivation.
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的长老略一沉吟答应[NAME]的请求。[NAME]面色一喜，却没想到对面突然出手偷袭，[NAME]瞬间被重创，拼了全力才逃得性命。	[NAME] quietly tracked the trail of these Elders. It was found that this group of {0}'s elders were practicing their magic on good commoners. \n[NAME] stated the reason for [ITS] coming and that [IT] was willing to help for a share of the action. The elders of {0}murmured amongst themselves and accepted to your request. A grin spread across [NAME]'s face, but then the opponent launched a surprise attack and [NAME] took great damage before escaping.
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这附近的居民。	[NAME] quietly tracked the trail of these Elders. It was found that this group of {0}'s elders were practicing their magic on good commoners. \n[NAME] made a move full of rage and lacking mercy. After a few rounds, no enemy remained and the residents nearby were all saved.
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这群邪派妖人并不打算放过[NAME]，他们循着气息一路追来。	[NAME] quietly tracked the trail of these Elders. It was found that this group of {0}'s elders were practicing their magic on good commoners. \n[NAME] made a move full of rage and lacking mercy. Both sides struggled greatly for half the day. [NAME] slowly felt wanting for Qi and began to regret having made a move. The enemy actually seemed to have seen through [NAME]'s predicament and broke through [ITS] Qi barrier. [NAME]'s blood was spurting out all over the place. [IT] managed to protect [ITS] main artery as [IT] fled. But this band of evil devils didn't have any plans of letting [NAME] go, they followed his Qi and continued pursuit.
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。	[NAME] quietly tracked the trail of these disciples. It was found that this was a group of inner disciples of {0} that were gaining experience. \n[NAME] wished to join them, though exchanging ideas or coordinating something would be fine as well. The others pondered for a moment before agreeing to your request. Both sides helped each other out and you felt that cultivation was furthered significantly.
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAME]一招得手，全部丢掉了性命。	[NAME] quietly tracked the trail of these disciples. It was found that this was a group of inner disciples of {0} that were gaining experience. \n[NAME] harbored ill intent and launched a surprise attack. The other side hadn't thought that disaster could come so suddenly, they were all taken out swiftly by [NAME].
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAME]。\n[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAME]，他们循着气息一路追来。	[NAME] quietly tracked the trail of these disciples. It was found that this was a group of inner disciples of {0} that were gaining experience. \n[NAME] harbored ill intent and wanted to launch a surprise attack, but didn't realize that the opposing side had already realized this and so dealt a severe blow to [NAME]. \nThere was a spray of blood and it was all [NAME] could do was to escape the battlefield. Unfortunately the enemy didn't plan on letting [NAME] go, and so they followed the trail of Qi.
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。	[NAME] quietly tracked the trail of these Elders. It turns out this was a group of elders of {0} that were gaining experience. \n[NAME] wished to join them, though exchanging ideas or coordinating something would be fine as well. The others pondered for a moment before agreeing to your request. Both sides helped each other out and you felt that cultivation was furthered significantly.
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAME]一招得手，全部丢掉了性命。	[NAME] quietly tracked the trail of these Elders. It turns out this was a group of elders of {0} that were gaining experience. \n[NAME] harbored ill intent and launched a surprise attack. The other side hadn't thought that disaster could come so suddenly, they were all taken out swiftly by [NAME].
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAME]。\n[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAME]，他们循着气息一路追来。	[NAME] quietly tracked the trail of these Elders. It turns out this was a group of elders of {0} that were gaining experience. \n[NAME] harbored ill intent and wanted to launch a surprise attack, but didn't realize that the opposing side had already realized this and so dealt a severe blow to [NAME]. \nThere was a spray of blood and it was all [NAME] could do was to escape the battlefield. Unfortunately the enemy didn't plan on letting [NAME] go, and so they followed the trail of Qi.
[NAME]施展神通，一番争斗，最终从一名{0}的弟子手中夺得法宝。	[NAME] cast a spell, there was a fight and, in the end, won an Artifact off one of the disciples of {0}.
[NAME]施展神通，一番争斗，但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。	[NAME] cast a spell, there was a fight, but unfortunately, in the end, came up short and lost to a disciple of {0}.
[NAME]来到此处，愕然发现此地竟然并非普通法宝出土，而是上古秘宝灵胎现世。[NAME]施展神通，一番争斗，最终从{0}的弟子手中夺得法宝灵胎。	Upon arriving here, [NAME] was surprised to find an incubation of ancient artifact was unearthed at this place. [NAME] went all out and joined the battle for the artifact, and snatched it from one of {0}'s Disciples.
[NAME]施展神通护体，隔绝四周极寒，进入法宝出土之处。经过一番争斗，最终从一名{0}的弟子手中夺得法宝。	[NAME] cast a protective spell against extreme cold and entered where the Artifact was unearthed. There was a fight and, in the end, an Artifact was won off one of the disciples of {0}.
[NAME]施展神通护体，隔绝四周极寒，进入法宝出土之处。但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。	[NAME] cast a protective spell against extreme cold and entered where the Artifact was unearthed. But unfortunately, in the end, [NAME] came up short and lost to a disciple of {0}.
[NAME]根本无法忍受这附近的严寒，只得无奈离去。	[NAME] had no way of bearing the extreme cold and so had to give up and leave.
[NAME]施展神通护体，隔绝四周炎热，进入法宝出土之处。经过一番争斗，最终从一名{0}的弟子手中夺得法宝。	[NAME] cast a protective spell against extreme heat and entered where the Artifact was unearthed. There was a fight and, in the end, an Artifact was won off one of the disciples of {0}.
[NAME]施展神通护体，隔绝四周炎热，进入法宝出土之处。但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。	[NAME] cast a protective spell against extreme heat and entered where the Artifact was unearthed. But unfortunately, in the end, [NAME] came up short and lost to a disciple of {0}.
[NAME]根本无法忍受这附近的酷热，只得无奈离去。	[NAME] had no way of bearing the extreme heat and so had to give up and leave.
[NAME]进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。	[NAME] entered the Cave Mansion to search for Immortal Destiny and ended up finding a jade chest in an unassuming room.
[NAME]进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。	[NAME] entered the Cave Mansion to search for Immortal Destiny, but had nothing to show for it and so inadvertently ended up getting by touching something that they shouldn't have and so all that was left to do was to sigh at the sheer lack of luck.
[NAME]施展神通，隔绝严寒，进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。	[NAME] cast a protective spell against extreme cold and and entered the Cave Mansion to search for Immortal Destiny and ended up finding a jade chest in an unassuming room.
[NAME]施展神通，隔绝严寒，进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。	[NAME] cast a protective spell against extreme cold and entered the Cave Mansion to search for Immortal Destiny, but had nothing to show for it and so inadvertently ended up getting by touching something that they shouldn't have and so all that was left to do was to sigh at the sheer lack of luck.
[NAME]根本无法忍受洞府中的严寒，只得无奈离去。	[NAME] could not bear the severe cold in the Cave Mansion and so had to leave.
[NAME]施展神通，避开真火，进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。	[NAME] cast a protective spell against extreme heat and entered the Cave Mansion to search for Immortal Destiny and ended up finding a jade chest in an unassuming room.
[NAME]施展神通，避开真火，进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。	[NAME] cast a protective spell against extreme heat and entered the Cave Mansion to search for Immortal Destiny, but had nothing to show for it and so inadvertently ended up getting by touching something that they shouldn't have and so all that was left to do was to sigh at the sheer lack of luck.
[NAME]根本无法忍受洞府中的真火，只得无奈离去。	[NAME] could not bear the extreme heat and so had to leave.
[NAME]进入洞府，施展自己的炼器之术连连解开禁法，最终在一个不起眼的房间发现了一方玉匣。	[NAME] entered the Cave Mansion, used Artifact Crafting to dismantle any and all obstacles, and ended up finding a jade chest in an unassuming room.
[NAME]不自量力，以身涉险冒入洞府，身陷重重禁法中身受重伤，最终得他人相助才逃出洞府。	[NAME] was overconfident and rushed into the Cave Mansion only to get caught in all sorts of booby traps and was only able to escape with others' help.
[NAME]在破解洞府中枢禁制的时候，一时不察陷入了禁制中的陷阱而负伤。[NAME]急中生智，最终破禁而出，逃出洞府。	While springing the main trap of the Cave Mansion, [NAME] got caught unawares in one and ended up getting injured. [NAME] showed resourcefulness at a crucial moment, dismantled a trap, and was able to escape.
洞府之中机关重重，[NAME]凭着过硬的炼器之术一路化险为夷。但是似乎机缘不好，始终没有找到什么有价值的东西。只能暗叹与仙府无缘。	There was plenty of risk in the Cave Mansion, [NAME] relied on incredible mastery of Artifact Crafting to save the day. It seemed like Luck was not quite enough though, nothing of value was able to be found. The only thing left to do was sigh at the lack of luck.
[NAME]想了想，决定还是不冒险，转身离去。	[NAME] thought it over, decided not to risk and left.
洞府之中遍布奇特植物，毒物与陷阱。所幸[NAME]亦是丹道宗师，见招拆招，一路有惊无险的度过。最终，[NAME]在一个不起眼的房间发现了一方玉匣。	There were strange plants, poisonous substances and traps spread all over the Cave Mansion. Fortunately [NAME] was a master of medicine, could respond quickly no matter the situation so there was no danger along the way. When all was said and done, [NAME] ended up finding a jade chest in an unassuming room.
[NAME]不自量力，以身涉险冒入洞府，被一直奇异的植物卷入禁法中，身负重伤，最终得他人相助才逃出洞府。	[NAME] was overconfident and rushed into the Cave Mansion only to get caught and injured by a peculiar plant, and was only able to escape with others' help.
[NAME]在利用洞府中遗留的药物驯服镇洞神兽时没有把控好剂量，神兽当场发狂，打伤了[NAME]。危急关头，[NAME]以药物短暂催眠了神兽，逃出洞府。	While using medicine left in the Cave Mansion on a divine cave best, it turns out the dosage was not quit correct and so the beast went on a rampage, injuring [NAME]. Just in time, [NAME] used medicine to put a divine beast to sleep so as to escape the Cave Mansion.
洞府之中机关重重，[NAME]凭着过硬的炼丹之术一路化险为夷。但是似乎机缘不好，始终没有找到什么有价值的东西。只能暗叹与仙府无缘。	There was plenty of risk in the Cave Mansion, [NAME] relied on incredible mastery of Alchemy to save the day. It seemed like Luck was not quite enough though, nothing of value was able to be found. The only thing left to do was sigh at the lack of luck.
[NAME]演算天机，精确的算出了古书的下落。在所有人都没有找到线索之前，[NAME]轻松的获得了古书。	[NAME] precisely determined the whereabouts of the ancient tome. [NAME] found the tome with ease before anyone else could even find a clue.
[NAME]演算天机，精确的算出了古书的下落。但当[NAME]抵达地点时却发现古书已经被人先一步取走了。	[NAME] precisely determined the whereabouts of the ancient tome. Unfortunately by the time that [NAME] got there, the tome had already been taken by someone else.
[NAME]随便找了个方向，放出神念以地毯式的搜索古书下落。[NAME]机缘不错，居然很快就找到了线索，抢先一步找到了古书。	[NAME] chose a random direction and performed a search for the tomes whereabouts like searching along a carpet for something lost. [NAME]'s Luck wasn't half bad, as a clue was found right away along with the ancient tome.
[NAME]随便找了个方向，放出神念以地毯式的搜索古书下落。这无异于大海捞针，[NAME]费劲心思还是没能找到线索。只能暗叹与古书无缘。	[NAME] chose a random direction and performed a search for the tomes whereabouts like searching along a carpet for something lost. It was like looking for a needle in a haystack, [NAME] expended a great amount of energy and wasn't even able to find a clue. The only thing left to do was to sigh at the lack of luck at finding the shoe.
[NAME]经过一番血战，终于夺得了秘籍。	After a bloody battle, [NAME] finally was able to obtain the Manual.
[NAME]以强横的修为力压全场，轻松的获得了秘籍。	[NAME] used intense force of Cultivation across the whole area and was easily able to find the Manual.
[NAME]试图打败所有竞争对手，但是可惜修为差了火候，败于敌手。	[NAME] attempted to defeat all of the opponents, but unfortunately there was a distinct lack of Cultivation and so the fight ended in defeat.
[NAME]静观其变，在众人争到不可开交的时候突然出手，夺取了秘籍。	After deciding to wait and see, and as everyone was fighting like mad, [NAME] managed to end up leaving with the Manual.
[NAME]静观其变，在众人争到不可开交的时候突然出手,但是却反而成为众矢之的，被围攻受伤。	After deciding to wait and see, and as everyone was fighting like mad, [NAME] actually become everyone's target and ended up surrounded.
[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，以神念参悟石刻。	[NAME] knew the Dragon Cliff inscriptions would vanish in five days, and so set to meditate upon the stone inscription.
定境之中不知多久，[NAME]突然福至心灵，从石刻上破碎的文字中领悟出一门神通！	It is not known how long [NAME] was in a still state of mind, but with a sudden gleeful alertness understanding had been gained from the worn down inscription!
定境之中不知多久，[NAME]始终找不到那丝灵感。随着石刻上的字迹逐渐消失，[NAME]只能无奈离去。	It is not known how long [NAME] was in a still state of mind, but in the end, nothing came of it. As the characters of the inscription wore away, [NAME] could only give up and leave.
[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，施展法力抵御极寒，以神念参悟石刻。	[NAME] knew the Dragon Cliff inscriptions would vanish in five days, and so cast a spell to protect against extreme cold before sitting down and meditating upon the stone inscription.
[NAME]根本无法忍受龙崖石刻附近极寒的环境，更遑论静坐参悟，只得无奈离去。	[NAME] could not bear the extreme cold near the Dragon Cliff inscriptions and so had to give up on meditating and leave.
[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，施展法力抵御真火，以神念参悟石刻。	[NAME] knew the Dragon Cliff inscriptions by heart and knew that no more than five days would be needed, and so cast a spell to protect against extreme heat before sitting down and meditating upon the stone inscription.
[NAME]根本无法忍受龙崖石刻附近极热的环境，更遑论静坐参悟，只得无奈离去。	[NAME] could not bear the extreme heat near the Dragon Cliff inscriptions and so had to give up on meditating and leave.
