ID	Name	Desc
200058	Star Charts	No matter where one may be, you must find your way home in the end. Travelling through space, lost in time, this shrimp still has not given up on itself and loves to help others. This one would even draw a blade to help others. The shrimp tries to remain true to self, while searching for a way home. Finding out the secret of the Hetu Luoshu Star Charts, it understood the true meaning behind everything and resolutely embarked on the journey.
200059	Born amongst Warriors	[NAME] grew up amongst a band of warriors and heard about all the goings in the world of the noble warrior. [NAME] studied all manner of knowledge relating to battle, chivalry or righteousness. [NAME] gained an ability studying in this type of environment and came to understand that there are no surprises in the world.
200060	Dependable	After growing up, [NAME] travelled about the land, recording deeds and upholding chivalry. [NAME] understood the way things worked and could distinguish white from black. [NAME] wrote about the world with the pen, sought to bring order with the sword, and slowly gained a name. Although in human affairs the dragon sees the head and not the tail, yet when people need help, [NAME] is there to sort out confusion and give advice.
200061	Reincarnated Beast	[NAME] was originally a goldfish swimming through the heavens, 10 million years of Practice cultivates the spirit. To experience the mortal coil, [NAME] cast off its divine body and was reincarnated as a human. \nFrom a young age, it was clear that [NAME] was profoundly blessed with unnatural talents. [NAME] was quick-witted and even adults had trouble keeping up with her.
200062	Master Artist	After growing up, [NAME] was fully devoted to art and moved to the capital at the age of 28. The fish that [NAME] painted were so realistic and lifelike that it seemed like one could walk directly into the painting itself.
200063	Anachronistic Warrior	[NAME] loved Wuxia novels from a young age and wanted to become a travelling warrior. However, [NAME] lived in the present-day society and so becoming a warrior was quite the...task. \nNevertheless, the noble spirit of the warrior to fight injustice and to protect the weak was upheld in this one's work and daily life.
200064	Traverser	After growing up, [NAME] began to collect all types of bladed weaponry and studied swordsmanship. Many other sword collectors also entrust him with the maintenance of their collections. \n Late one night when caring for a friend's sword, [NAME] was inexplicably transported to a strange world.
200065	Gamer for Life	[NAME] was born into a typical family in Cathay. Growing up, [NAME] loved to play and would frequently become totally immersed in games. While this made [ENHIM] seem introverted, but rich gaming experience had helped imbue this gamer with keen insight and an open mind.
200066	Traverser	After growing up, [NAME]'s hobby led to a job as a game tester. One time while gaming all night long, there was a flash of lightning and in that instant [NAME] had been transported. \nAfter crossing over, [NAME] relied on keen insight to rapidly adapt to this new world.
200067	Sky Mender	Thank you player [color=#D06508]lsprotoss[/color] for all of your help during game testing. His keen vision helped to spot a number of bugs that helped to make an outstanding contribution to the betterment of the game.
200068	Son of the Snow	[NAME] was born during the Slight Snow solar term and just so happened to love snow as a child. This child was also gifted with an unusual ability to withstand the cold. [IT] was also exceptionally intelligent and well read. This child was lively and loved to climb trees and mountains. The child was also surprisingly quick and agile, many adults couldn't keep up.
200069	Hibernal Warrior	After coming of age, [NAME] became a famous travelling warrior. One time, he was injured in an ambush and lost a leg and an eye. This caused him to retreat into seclusion. \nDespite this, [NAME] never stopped trying to become faster. Once, by chance, he saw a ferret walking on the snow and leaving no trace of having passed over it and like that he had an epiphany that allowed him to move even faster.
200070	Sky Mender	Thank you player [color=#D06508]lsprotoss[/color] for all of your help during game testing. He provided a number of critical suggestions that helped in making late-stage adjustments and stressed the necessity of hotkeys, which helped to make an outstanding contribution to the betterment of the game.
200071	Dignified Brother	Born naughty, this child didn't have the best of childhoods, so in order that others would think highly of him, he aspired to become a noble travelling warrior.
200072	Tremor Bringer	The iron fist of Chenglong Li is without compare. The leader of the three yellow river brothers, he led his two brothers into the world of the travelling warriors. Although they often seemed to some things that seemed less than intelligent, but by nature he was good and just.
200073	Honest Brother	Born an orphan, he travelled all over performing with a troupe while young. He was simple, honest, true and able to endure hard work. After an altercation with the troupe, he met his brother who is known as the Two Fists that send Tremors throughout Heluo. As a result, he decided to work on his martial arts so as to be able to become a great warrior that travels the world.
200074	Rocks for Breakfast	As this child was brave and valiant, so people gave him the nickname rocks for breakfast. He was well-known, reckless, opposed to injustice, simple, honest, and funny.
200075	Clever Brother	Chang YuFeng was born to a normal family, but after a series of accidents, he was left alone and so he set out to wander the land. His life was quite difficult, but he was determined and wanted to ensure that kids would have a home to return to in this troubled world.
200076	Hot Air	He claimed to be the greatest and he indeed was extremely heroic, so the people gave him the nickname Hot Air. The smallest of the three yellow river brothers. When it's called for, this one runs the fastest...
200077	Loving Support	[NAME] grew up surrounded by love and affection not just by his family, but by the whole village as well. He was beloved by the village for his superb singing ability and this became evident from a young age.
200078	Invincible Sage	After growing up, [NAME] started along the Law to greatness, he travelled the land fighting any takers and became an expert that could not be defeated.
200079	Cutthroat Orphanage	[NAME] grew up in a home for orphans that eliminated the worst performers. The orphans raised at this place were taught all sorts of techniques as part of some agreement with the patron: Sometimes, it was to serve as assassins others as subjects for evil experiments. Although the conditions were brutal, she found a sister in one of the other orphans there and they supported each other.
200080	Vortex Defender	The survivor of an experiment, she drifted through the world, with blood infused with mysterious energy. The power of the goddess gave her extreme longevity and regenerative capabilities. For these benefits though, she had to sleep for longer periods of time to maintain her body. While in a deep slumber, she discovered that she was in an all-new world and that her powers had disappeared without a trace. Will this be a new beginning?
200081	Young Aristocrat	[NAME] grew up in the Elephant Tusk Pagoda. His birthday was the same as Siddhartha the Buddha's so everyone had high hopes for him and expected that he would take on the family business to which he would bring great achievement. [NAME] loved to read and ruminate ever since he was little. He exhibited unusual talents. Although [NAME] doesn't care much for fame or gain, but because his ideas are quite unique, so people tend to think he is arrogant and aloof.
200082	Ascetic Monk	After coming of age, [NAME] started to wake up to the world and decided that he wasn't going to continue to follow the Law that his family had laid out for him. After seeing the vanity of the world, he realized his mission in life and left home to become a monk.
200083	Fishing Family	[NAME] had lived in a fishing village since he was little. The villagers were more than content with their lot and everyone got along swimmingly. Fishing left [NAME] with an impressive physique and an uncanny sense of perception.
200084	Immortal Encounter	When his father went fishing once, [NAME] ended up caught in a waterspout. When he came to, he found himself in Penglai, a fabled abode of Immortals. While on the island, even though no instruction had been received, but he had acquired some insight into Meditation and Breathing. Penglai then underwent a huge change and he had to return to the world whence he came. The experiences on Penglai had helped to create a solid foundation for him to build upon though.
200085	Child Labor	While young Fatty Pudding took credit for his work while telling him it was building character. He spent all day collecting junk and begging for money. These hardships instilled in [ENHIM] an incredible willpower.
200086	City Explorer	Searching for one lot in life, [NAME] went to his companion's world and searched hard but found everything was a mystery. So he figured there was no way around it and let go of the past. Now he has stuck around Kowloon in Hong Kong just to feel what it's like for those at the bottom.
200087	Acolyte Sweeper	[NAME]'s lot in life is unclear. [NAME] was raised by monks from a young age and is now an acolyte. As long as [NAME] could remember this one has been diligently sweeping the temple.
200088	Monk Sweeper	After growing up, [NAME] took on the responsibility of sweeping and has done so for thirty years. It's fallen leaves in the spring and autumn, flower petals in the summer, and snow in the winter. From sun up to sun down [NAME] sweeps without rest. People come to the temple and go, no one knows this one's name nor bothers to accost.
200089	Hyperactive Youth	[NAME] has been full of curiosity from a young age and has been stirring up trouble ever since, everything is something to be taken apart and put back together again...even fireworks, which [NAME] then sets off after putting them back together. Perhaps for this reason, [NAME] wrote a story as an adolescent where the protagonist was a swordsman that used fire magic.
200090	Couch Potato	After growing up, [NAME] started working with languages and he became too lazy to move. He used the excuse that geniuses don't need to go outside to know what's going on in the world. To him, the most useful technique in all the world was the Monkey King's ability to create a double from his hair that would deal with problems. Ironically, his hairline receded as if to spite him for his laziness.
200091	Far from Home	[NAME] was an unsociable child that was made fun of for his family's background. All [IT] could do is play the zither night and day to find solace in the music. When he was still young, he left home with his zither and travelled to foreign countries.
200092	Master of Music	After more than twenty years, he was famous. Endless were the people across the land that wanted him to play, yet almost impossible was he to find.
200093	Bone Eccentric	[NAME] had a mysterious interest in bones from a young age. Whenever he got his hands on one, he would do all manner of experiments to it and he wouldn't have noticed if the house fell down with how absorbed he was by the bone. He would often go out looking for bones and presumed that this would be his life's passion.
200094	Bone Master	After growing up, he started to become interested in the opposite sex. He told his friends in the village that he knew spells and often used his chants on a certain member of the opposite sex. (woof, woof, woof) She only seemed interested in the bones that he carried though.
200095	Fishing Family	Born into a fishing family, speaking to fish was no problem. [NAME] would frequently go fishing all over with [ITS] father.
200096	Oceanographer	[NAME] fished up a strange fish from a lake at the age of 17. While gutting the fish, it turned out that there was a note inside. Fate has shifted, divine instruments are easier to attain and will do so to those with good morals. The one that finds the trident will inherit the power of Atlantis. And like that, [NAME] began to investigate the ocean's ancient civilizations.
200097	Identity Unknown	It is not known whence [NAME] came. The child was brought back from Aurora Island by an oceanographer that found [ENHIM].
200098	Singer	After growing up, [NAME] became a singer. [NAME]'s voice was melodious, but seemed to make people hungry. Gourmet dishes accompanied [ITS] singing everywhere.
200099	Roast Donkey Hobbyist	[NAME] loved playing games and eating roast donkey meat, as well as literature and music. Becoming a musician was an ultimate dream, who knows how realistic it was though.
200100	Musical Demon	As [NAME] had not developed sufficient skill and lacked talent, becoming a musician was a dream that remained out of reach. But, by chance, [NAME] came across a unique method of playing that sounded demonic, and so ended up becoming an assassin whose weapon was naught but the musical instrument in hand.
200101	The Chosen One	[NAME] grew up in a family of martial artists. His father was good at weightlifting and his mother at jumping so he practiced them both religiously. At 8 years of age, he came across a demon of a muscle man and became the only person in China passing down an ancient fighting style. As such, [NAME] vowed to protect world peace.
200102	Fat Boy Assassin	While practicing the ancient fighting style, [NAME] came to understand the real truth behind fighting, and that is to assassinate your opponent right before their eyes. [NAME] called himself the fat boy assassin as he would secretly disguise himself as a fat boy, wait until the enemy was unaware and then strike. It is one of the most fearsome techniques in the world of martial arts.
200103	Gaming Zen	[NAME] was committed to gaming from a young age and learned all sorts of knowledge thanks to excellent tutelage in gaming. Immersing oneself in a game he became deeply shocked at the world that had been created. His lifetime goal became meditating upon gaming to expand his understanding of gaming.
200104	Traveler	While chasing a dream, [NAME] ended up becoming a traveler. Perhaps loneliness is needed as a companion on this road, but from time to time there was a companion that was met along the way that would travel with. Separating, reuniting, accompanying each other in silence, separating again, someone else joining along, this is like the journey of life itself as a whole. Sometimes only the wind accompanies you, sometimes not even the wind does, other times you have a drinking companion and other times still you only have your dreams.
200105	Competitive Girl	This one has always been a lively one and she always has liked all manner of competitive games. Her grades and scores are always at the top of the heap. Originally, this type of thing is something that males tend to engage in, but this female decided to break on in.
200106	Commentator	There are disputes all over the land, but usually everyone generally abides by the same system of rules. Sometimes this one is invited to serve as a commentator for competitions so that those that don't understand what's going on can better understand the how the competition is progressing. Over time, people have grown accustomed to the sound of her voice and the quips that she makes.
200107	Squandered Future	Growing up playing games left this one with no promise once grown. Too many were the rubbish games played by this one in youth, for every one seemed like a fresh, new experience. And like this, the child's hopes went from scientist or some type of leader to making rubbish games.
200108	Demon Slayer	The staff was well made, one could stand guard with it into old age. The dream of making games went up in flames and then the staffmaking business went bust, so he turned to trolls. Troll teeth, troll hide...really, any troll material will sell. The best way to get it is to make the trolls kill each other.
200109	Source of the Crook	[NAME] grew up crooked in a dark childhood among some bigger boys that liked to give beatings. After the childhood companions died one by one, [NAME] tore up clothing in grief and then ate what they left behind...only then was [NAME] able to grow stronger than ever before.
200110	The Third	[NAME] always referred to self as the third because, first, it's easy to die violent and, second it's easy to be beaten up. [NAME] took a job working 8 hours a day, of which 7 and a half were spent talking and the remainder was spent on the toilet. People didn't really know what [ITS] job did, but it always sounded impressive. [NAME] often kidnapped some cough potatoes that had grown fat, stuffed socks in their mouth, and then tortured them. They seemed to enjoy it though.
200111	Otherworldly Youth	Growing up in an Immortal Shangri-la, other than the travelling warriors that would happen by, there was only a cat named the Han Dynasty and a dog named Rome for company. Typically, other than the Laws that the warriors would leave behind, the only other things to do would be to care for the plants and refine medicine.
200112	Sword Collector	After growing up, this one fell in love with collecting ancient swords. He always travelled all over China trying to find ancient swords that no one knew about. He had such a large collection that not even he knew how many swords he had. That doesn't matter though, what's wrong with collecting as a hobby, after all?
200113	Dismal Youth	[NAME] once had a loving, happy family that he grew up in...until he turned 15, that is. His father had an affair and then alcoholism led to domestic violence and his mother's death. He could only spend his days steeping in loneliness and pain. And like that the seed of hatred had sprouted in his heart, turning a happy and lively boy into a dismal and cold youth.
200114	Vengeful Killer	After successfully seeking vengeance on his father...by killing him, [NAME] became cruel, emotionless, and volatile. He liked to play with others and had an unusual yearning and aggressiveness with regards to the opposite sex.
200115	Hardcore Girl	[NAME] was born to a family of martial artists and in terms of personality, from a young age she would not admit defeat and she was constantly looking for difficult challenges of all shapes and sizes. As she was always looking for ways to help others, she had a floor full of banners each delivered to sing her praises.
200116	Her Majesty	Helping others for such a long time tends to attract those of a like attitude and thus a group of like-minded individuals found a queen with whom they could travel around, explore the unknown, and enjoy life to the utmost. From time to time they indeed would even call her queen, though it was more in a spirit of never giving up in the face of adversity that led to her taking on this moniker.
200117	Reincarnated Immortal	Who knows when the Sect of science will take root across the realm, as it would seem to have already begun to do so hundreds of years ago. The leader of the sect a Wang Laoju is not an ordinary person: He has been an Immortal for quite a while now. He walks around the realm guised as a mortal though. \nThe disguise of a mortal body subjects him to aging and disease. Every time he dies, he just reincarnates while retaining the previous life's memories. Going through countless reincarnations to seek boundless knowledge also allows him to experience the full range of human emotions.
200118	Future Science Leader	The disciples of the future science sect are all normal people that want to seek immortality. The leader always seeks ways to aid his disciples. He has already developed a 25-hour one-day course this time on the topic of seeking immortality. The present Wang Laoju found true love though and so they have become companions walking the Law, reincarnating. This happy union is a household tale in the realm.
200119	A Family of Scholars	Born to a family of scholars, this one's home tutor is a travelling warrior that sought seclusion and that frequently enjoys talking about the world of the warrior. She has developed a keen interest in the world of the warrior over the years.
200120	Sect Leader's Wife	Just as she was sneaking off to enter the world of the warrior, she met the newly reincarnated leader of the Futuristic Tech Sect, Wang Laoju. After some time together, they became partners on the Law, they reincarnate together and accompany each other in this life and the next, their story is told around the realm.
200121	Intellectual Family	Growing up in family seeking Immortality, explicit instruction was received by teachers from a young age to establish a good foundation for seeking Immortality. However, the child was both rebellious and extremely curious, but not with regard to seeking Immortality and instead with regard to the secrets of the world of Practice.
200122	King of Exploration	After growing up, [NAME] liked to go exploring all over the place, pushing limits no matter how dangerous. \nGrowing up like this imbues one with a toughness and adaptability. He has left his mark all over where explorers would venture and so has become a legend amongst them.
200123	Procrastinator	Sun Zha's gifts were plentiful and well apparent from a young age. Qi was always in excess, yet the child's Qi caused laziness. He was always fighting his laziness to little or no avail.
200124	Lazy Transverser	Sun Zha comes from a world of cutthroat competition. Before coming to this world in which Immortality is sought, he had spent his childhood and adolescent years steeping in indolence.
200125	Bazaar Punk	This child loved hiding in the bazaar, until one day his mother realized his talent for music and sent him to take on a violin teacher. But from the first day he was found by his mother to be in the bazaar instead of the classroom and like that any hopes of a musical future seemed to vanish. \nThe next day though, the child realized that the guitar was of extreme interest and like that a punk musician was born.
200126	Cursed Beauty	This child became and adult with unquenchable patience and curiosity and so has tried all manner of professions, but due to unusual handsomeness and great ability, he is able to accomplish double the work with half the effort. But this actually has proved self-defeating and living a normal life has proved to be a herculean task. \nSo he spends his time going out late at night disguised as a ghost. This has been the only way that he can live any semblance of what he feels is a normal life.
200127	Born Wealthy	Daughter to a wealthy family of scholars, both strong and beautiful. However she was forced to learn many Laws due to her talent, she felt troubled due to her inability to Breakthrough.
200128	Majestic Radiance	On the surface, she's indifferent and arrogant, but she's actually empty inside. She travelled through the world as a travelling warrior with brush and sword in hand. From time to time, she would help a student to study calligraphy or painting. There were those that found her temperament disagreeable, but she would not explain herself, preferring only to make friends with those that understand her.
200129	The Girl Next Door	This girl next door was born into a family of craftsmen. Although she was doted on by her father with all the toys he made, he raised her to be lively and to take initiative. Unfortunately, he overdid it and so now she jumps at the chance to take on the world as a travelling warrior with sword in hand.
200130	Legendary Whirlwind	The lively girl next door turned out to be quite impulsive. Although she looks harmless enough, she was quite perceptive. She couldn't stand to see others being picked on and liked to fight like a knight in shining armor, and so tried to do what she could when able.
200131	The King of Games	[NAME] had a genius-level intellect and loved all types of games. By the time [NAME] was ten years-old, this child was an expert at any game heard of. Cricket fighting was a particular game of interest. [ITS] had a keen eye for picking out crickets that would win.
200132	Military Archivist	This one had quite the affinity for collecting military documents. Once bitten by the bug, there was no turning back. Money and time were no object.
200133	Bandit Leader	[NAME] is the daughter of a mountain bandit leader. She's lived a tough life, but she has ability and prowess to show for it.
200134	Travelling Warrior	As [NAME]'s father was killed by a foe, she became the leader of a Fortress at the age of 16, and so she decided against killing the innocent and not robbing good people. They were betrayed though and the Fortress was destroyed, but she was able to escape with help and she proceeded to enter the world of Practice.
200135	Mohist Disciple	[NAME] was young and intelligent and had studied under a Mohist expert in the village from a young age. Under excellent tutelage, the expert was able to enhance [ITS] talents and courage from a young age.
200136	Travelling Warrior	It has already been over three years since [NAME] came of age and helping the weak has been a daily task. Recently in the City of Desolation, [NAME] met a person that remarked that this one had an Immortal Destiny. This compelled [NAME] to look into the Law to Immortality.
200137	Musical Genius	[NAME] has had an intense interest in instruments from a young age and did, in fact, teach herself to play all of ones that she knows. Sadly, she came down with a sickness that took left her deaf.
200138	Ink Villager	After growing up, [NAME] came to a village known as Ink Village where everyone was extremely talented with instruments and relied on them to get by. [NAME] used her incredible talent to gain the approval of the locals and settled down there.
200139	Ink Villager	[NAME] lived in a village known as Ink Village where everyone was extremely talented with instruments and relied on them to get by. Surprisingly enough this one became a master chef in this village.
200140	Ink Village Chef	[NAME]'s cooking ability slowly gained approval over the years and he became known as a master chef. The local atmosphere full of music somehow seeped its way into the food that he cooked.
200141	Intellectual Family	[NAME] was born into a family of scholars and was attractive and intelligent from a young age. A love for music eventually led to this one become a musician.
200142	The Boss' Wife	After coming of age, [NAME] was lucky enough to come across Ink Village, but was unlucky to end up married to the master chef of the same village. She turned from loving music to loving food and is now known as the wife of boss of the Ink Village Eatery.
200143	Starstruck	[NAME]'s luck and talents are unmatched. There's nothing that he can't do. God must have made a mistake in giving so much to just one person.
200144	Dumbstruck	With such a bright beginning. It's said that [NAME] is destined for nothing.
200145	A Family of Doctors	[NAME] was born to the secluded Divine Doctor Sect. The bones of those of his family are abnormal, after cremation, they turn to crystals that can be used in medicine to incredible effect. \nAs a result, the family secluded itself so as to research medicinal techniques. Those that have come of age go down the mountain and practice their medical techniques. If there's a crisis, they are allowed to use their techniques, but they aren't allowed to divulge whence they came. The Adventuring Disciples of this sect are legends throughout the land. [NAME] was born to this family with exceptional gifts of her own yet loved animals and music.
200146	Medical Immortal	[NAME] was fooled into divulging the location of his family, which eventually led to a fire that would consume her whole family and the crystals fell into the hands of the arsonist. Something like that changes a person, but the heart of a doctor did remain. \nLater, [NAME] studied the family's ancient texts and committed herself to Practice. [NAME] continued to practice medicine and eventually became known as the Medical Immortal.
200147	Page	[NAME] was the second son born to a government official and was born sharp as a tack, but due to political struggles, he decided to become a page so as to be able to continue studying.
200148	Wandering Minstrel	[NAME]'s family passed down a scroll that never left his person and it took him many years to understand the essence of it. His heart yearned for nature and so asked his friends to accompany him away from the noise of the city and into nature so as to be able to practice music and to teach others the way of music.
200149	Exiled Prince	Born in a country in the west, this prince was exceptionally gifted, though frail. He read as many as he could of the books in the palace library. War brought destruction to the nation though, luckily the prince escaped.
200150	Seeker of the Law	After his country fell, [NAME] found his way to the Central Plain and although his country had fallen, he had read history from a young age and so understood the changes that happen over time and had no hatred in his heart. Although he was physically lacking, but he relied on his intelligence and continued pursuing knowledge in the Central Plain.
200151	Young Director	[NAME] aspired to become a film director as a child. In this way he could express himself and have enough money to move to downtown.
200152	Traverser	Just when [NAME] had come of age, he was making games, got rich and was about to pursue his own Law of expression. And that was when he was teleported to this world. And so a new curtain was lifted.
200153	War Correspondent	This one was a war correspondent while young. His perception, intelligence and power of observation allowed him to draw a great many details from the battlefield. This career left him with many precious memories.
200154	Fool	As he got older, he fell sick and no longer wanted to use the most intelligent means to reach a goal like others. And so everyone began to refer to him as a fool.
200155	Community Big Shot	[NAEM] knew the importance of community from a young age and so he was always extremely generous and would give gifts to neighbors and friends all the time. As it just so happens he also become an excellent storyteller from a young age as well.
200156	Storyteller	As a professional storyteller, he became known far and wide through great effort of his own. Though he did have his ups and downs, thankfully his friends and neighbors were there to help him through it all. Together with other friends pursuing storytelling, he formed a group known as Pink Memories that has loads of followers.
200157	Country Child	This one is your typical child that grew up in the country, without much to do he would hang out at the local establishments and this is how he found out about the world of the travelling warrior, and it became an intense interest indeed.
200158	Rubberneck	Trying to pry information out of customers could be a job in and of itself, but most of the time this one found that it was often difficult to get them to shut up. If you want to find out about the latest gossip in the world of the travelling warrior, this is the man to come to.
200159	The Boss	This one was born in a seaside village where he was the boss of the kids from a young age. He looked out for others and led the other kids like they were soldiers. Whether fighting enemy armies or pirates, he was at the head of the charge, giving directions all along. Even the big kids called him boss eventually.
200160	Jack of All Trades	After growing up, this one developed a curiosity in everything, especially if it could lead to adventure. He tried every career he could. He travelled all over and had the scars to prove it. \n Many were the people that he met along the way. Some joined him, some went their own way, but regardless, they all respected him.
200161	General Zhang Deshuai	While a youngster, Zhang Deshuai was intrigued by war on a continent far away. He hoped to one day be able to command legions of followers to conquer the land. At the age of 15, he joined up and his wild ambition came to light. He took advantage of another nation's ambitions and over the course of ten years brought down all of the countries of the continent. As he was ascending the throne to rule over the continent, he transversed.
200162	Father among Ghosts	He transversed over to the world of the ghosts, yet did not fear them. He chose to befriend the evil spirits and became renown due to his role in the war between ghosts and demons. They called him: The Ghost Father. \nAfter a brutal war, [NAME] received serious bodily harm and so could only use a Lucky Trick to reincarnate back to the world of men as a commoner. His memory was temporarily sealed as he began another life.
200163	Foreign Traveler	It is said that this one was flown over in the mouth of a great bird, but no one really knows. Although he has travelled through the world of the travelling warrior from a young age, but he has never visited a famous Sect. Despite this, he somehow manages to appear in almost every great battle or event in the world of the travelling warrior. Although still young, his behavior was odd and he left no trace.
200164	Alone on the Road	A travelling warrior with a mysterious background. Due to the black and white clothing and mask that this warrior always wears, not even the age or sex of this warrior are known. No one even knows the martial art employed by this warrior. Only one technique has ever been observed. This warrior shows up in the largest of battles that the world of the travelling warrior sees, but only ever on the fringes of the conflict. At first glance, the answer to the question of good or evil is elusive, yet crises can resolve this question in an instant.
200165	Common Family	Born to a common family, this one didn't exhibit any talent for martial arts, and so lived a normal life. Until at 20 years old he told his father that he had an obsession with traveling warriors and he ended up entering their world.
200166	Changer of the Realm	The more he finds out about the world of the travelling warrior, the angrier he gets. So much unfairness, hypocrisy, bullying and hatred in the world. Why is it that those that present themselves as belonging to a famous just Sect still be so indolent and undisciplined? And like that, he decided that he would go and change the realm, this world of the travelling warrior.
200167	Lost Memory	[NAME]'s origins are a mystery, she awoke one day to find that she had completely forgotten who she was. This didn't stop her from having fun though, rather she lived life to the fullest.
200168	Sweet Tooth	She often hears rumors about the world of the travelling warrior as she lurks about all manner of establishment. If you were to ask her, she would say that she likes to sing and dance, to talk with friends at these places, but then also she likes to drink tea and eat desserts and then inevitably would go off on a tangent about all of the desserts that she likes.
200169	Pigeon Master	This pigeon that has trained for a thousand years to be able to transform into a human and decided to stay that way.
200170	Game Host	Due to indulging in fun and teaching others myriad ways of having fun, so people have taken to calling this one the Game Host.
200171	Sword Prodigy	[NAME] was born to a family of scholars, but from a young age loved to listen to the stories that the travelling warriors would tell, especially the line the great thing about travelling is in helping the state and the people. This led him to opt for the sword over scholarly pursuits. In the end, he became an Immortal Swordsman. \n Later after having had enough of the Seven-Slaughtering Swordsman, he sealed his memory of Cultivation and returned to the body of an average person.
200172	Rectitudious Leader	After coming of age in the reincarnated body, [NAME] established his own Sect, Rectitude, and recruited a group of Disciples that would become infamous. Rectitude used the values of loyalty, filial piety, duty and propriety to attract warriors from across the realm to their banner.
200173	Reincarnated Immortal	[NAME] was born to a wealthy family in a body of a reincarnated Immortal. Lazy was this one in character, but extraordinary in talent, as this one was a quick learner, and loved mimic and make replicas of all manner of ancient item.
200174	Assistant Sect Leader	After coming of age, this one collected all of the martial arts Manuals that could be found and used that foundation to create his own Law. Later while travelling, he felt like an old friend meeting Sun Yalong for the first time as they had both founded Rectitude together.
200175	Traverser	This one has beaten so many games and travelled through so many different worlds in games, it is even said that he is part of a superhuman race that turns into monkeys when they see the moon. They say that for he has supernatural ability in every category, but only when there is a *ding* sound that goes off nearby...otherwise he's quite ordinary. \nHe likes to say that he's done nothing wrong in life, but that's just because he's killed everyone that has seen him commit wrongdoings...so, if you want to be in the same Sect as him, learn to be blind? Who knows what his search for Immortality will turn up?
200176	Small Fry	[NAME]'s origins are unknown, not even a single detail is known.
200177	Astrology Student	In a far-off state, distant relative of the emperor, this one's father is in charge of the equipment for gazing upon the heavens. The emperor seeks Immortality, does not serve the country and the people are in dire straits for it. The army rises up against the emperor and the father disappears, his whereabouts unknown. This one flees deep into the mountains to continue father's research of astrology.
200178	Astrologer	Many years later, the situation stabilizes, but the search for Immortality becomes popular again. This one reappears from deep within the mountains. What will happen next?!
200179	Loudmouth	Yang Shu was born to a family of loudmouths whose ancestor came from a state to the east across the sea. Over hundreds of years they settled throughout the realm. Yang Shu inherited the legacy of his ancestors, specifically the tradition of being a loudmouth; once he starts, you can't get him to stop.
200180	Legal Counsel	Getting experience travelling across the land for over ten years Yang Shu has become the most prestigious legal counsel one can find. Known for his fiery tongue, he never loses a case and has settles innumerable disputes. The lover affair that he has had with his assistant is a tale told around the realm.
200181	Genius Manager	Nova has been known to be remarkably talented from a young age. After becoming the youngest mayor in history, he has done all types of activities, except for settling down in one place for an extended period of time, that is. In order to better take on greater challenges, Nova remains ever vigilant.
200182	Mayor	Although no longer in any organization, but shifting around between so many different large corporations and government offices has left Nova with plenty of management experience. Experience in all major industries. As a result, Nova is an excellent debater and can handle tasks with ease. These experiences have been etched into Nova's memory and surely wouldn't be completely forgotten even after a reincarnation.
200183	Talented	In the last life, Zhao Da had mental deficiencies. Both parents died while he was young, which made the child's life difficult, though the child was good and pure. These are the reasons for this one's reincarnation. In this life Zhao Da did not know books or writing implements before the age of five. Yet, one day the child cried searching for them. His father was astonished and so went and borrowed some from a neighbor. He wrote out four sentences immediately, including the child's own name.
200184	Immortality in Seeker	Zhao Da was exceptionally talented and became a doctor, saving many lives. Later, he became obsessed with Practice and began to seek to follow in the footsteps of other Immortals and to help others along the way. Good things come to those who wait. In the end, Da Zhao found a Manual in the Cave Mansion of the Kunlun Mountains.
200185	The Power of Prayers	Countless are those that yearn for peace and harmony in this world. Their yearning has immense power, in fact, it is able to create new life! He called himself Shenshenruye. As from the Analects wherein it is said In retirement, one should dress in orderly manner (shenshenruye) and be mild-mannered. This describes how Confucius was very much relaxed and happy at home and not saddened by being at home in retirement. That's where this name comes from. Later when Shenshenruye became an Immortal, but couldn't deal with the pain of the world and so reincarnated so as to bring happiness to the people.
200186	Cipher	Inebriated living: Ordinary Happiness\nThings aren't hard, nor are they easy, yet perfecting something is the least easy. \nPeople think of things, they arrive at jade, and like jade, there may be a defect in things and thus drunkenness. \nInebriation allays cares, worries, but not a lack of ability. \nPurposefully becoming inebriated is sin, becoming inebriated due to pain is sin, while enjoying inebriation you will not think of ridding yourself of inebriation.
200187	Sword Prodigy	In [NAME]'s past life, this one was an Immortal Swordsman that crisscrossed the world of Practice, using [ITS] sword to attain infamy. [NAME] brought down dragon and phoenix and contended with the ancient cultivators for supremacy, truly was this one an awe to the world.
200188	Grand Sect Leader	[NAME] is the leader of a grand Sect, whose followers were myriad and power great.
200189	Treasured Child	In [NAME]'s past life, he was a child at the seat of an Elixir Sage, but after being reincarnated, he was part of a family of artists. He was born with great luck and a miraculous ability. He could remodel something decayed into an artifact, thus taking something useless and giving it use again.
200190	Grand Sect Leader	[NAME] is an outstanding Disciple of a grand Sect and has been able to pull of great feats together with the leader of the Sect.
200191	Body of Gold	[NAME] is a princess that has dreamed about the world of the travelling warrior ever since she was little and has never for the goings on of her sister with the body of gold. As such she went through grueling training to develop talent.
200192	Grand Sect Leader	[NAME] is an outstanding Disciple of a grand Sect and has been able to pull of great feats together with the leader of the Sect.
200193	Taoist Heart	[NAME] is the reincarnation of an ancient immortal, born with an extraordinary Taoist Heart. A natural cultivator.
